"code","type","floor","status","companyName","companyNameEng","shortName","listedDate","delistedDate","companyId","isin","indexCode"
"BXD","STOCK","UPCOM","delisted","Công ty Cổ phần Vận tải và Quản lý Bến xe Đà Nẵng",,,"2010-09-09","2013-12-05","2941",,
"MLS","STOCK","UPCOM","listed","Công ty Cổ phần Chăn nuôi - Mitraco","Mitraco Livestock Joint Stock Company","Chăn nuôi Mitraco","2018-06-15",,"5115","VN000000MLS8",
"APT","STOCK","UPCOM","listed","Công ty Cổ phần Kinh doanh Thủy hải sản Sài Gòn","SAIGON AQUATIC PRODUCTS TRADING JOINT STOCK COMPANY","Hải sản Sài Gòn","2019-06-07",,"2946","VN000000APT2",
"SPV","STOCK","UPCOM","listed","Công ty cổ phần Thủy Đặc Sản","Special Aquatic Products Joint Stock Company","CTCP Thủy Đặc Sản","2017-02-14",,"2344","VN000000SPV0",
"SWC","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Đường sông Miền Nam ","Southern Waterborne Transport Corporation","Đg sông Miền Nam","2011-04-29",,"2967","VN000000SWC6",
"PVV","STOCK","UPCOM","listed","Công ty Cổ phần Vinaconex 39","Vinaconex 39 Joint Stock Company","Vinaconex 39","2019-06-03",,"2973","VN000000PVV4",
"VSF","STOCK","UPCOM","listed","Tổng Công ty Lương thực Miền Nam – Công ty cổ phần","Vietnam Southern Food Corporation - Joint Stock Company","L.thực miền Nam","2018-04-23",,"895","VN000000VSF1",
"SCO","STOCK","UPCOM","listed","Công ty Cổ phần Công nghiệp Thủy sản","Seaproducts Mechanical Shareholding Company","C.nghiệp Th.sản","2010-09-17",,"2984","VN000000SCO3",
"HHR","STOCK","UPCOM","listed","Công ty cổ phần Đường sắt Hà Hải","Ha Hai Railway Joint Stock Company","Đ.sắt Hà Hải","2017-02-17",,"5164","VN000000HHR8",
"HNB","STOCK","UPCOM","listed","Công ty Cổ phần Bến xe Hà Nội ","Hanoi Transport Station Joint Stock Company","CTCP Bến xe Hà Nội","2015-10-22",,"898","VN000000HNB0",
"CAD","STOCK","UPCOM","listed","Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex ","Cadovimex Seafood Import - Export And Processing Joint Stock Company","Th.sản Cadovimex","2012-11-01",,"2393","VN000000CAD4",
"SD8","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 8","Song Da 8 Joint Stock Company","CTCP Sông Đà 8","2015-12-25",,"2403","VN000000SD82",
"CCP","STOCK","UPCOM","listed","Công ty Cổ phần Cảng Cửa Cấm Hải Phòng","Hai Phong Cua Cam Port Joint Stock Company","Cảng Cửa Cấm HP","2017-03-16",,"5220","VN000000CCP4",
"HU4","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Xây dựng HUD4","HUD4 Investment and Construction Joint Stock Company","ĐT Xây dựng HUD4","2016-01-29",,"3565","VN000000HU43",
"KDF","STOCK","UPCOM","delisted","Công ty cổ phần Thực phẩm Đông lạnh KIDO","KIDO Frozen Foods Joint Stock Company","T.phẩm Đ.lạnh KIDO","2017-09-28","2020-12-10","5228","VN000000KDF6",
"VEC","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam","Vietnam Electronics and Informatics Joint Stock Corporation","Điện tử Tin học VN","2017-07-14",,"990","VN000000VEC8",
"DSP","STOCK","UPCOM","listed","Công ty Cổ phần Dịch vụ Du lịch Phú Thọ","Phu Tho Tourist Service Joint Stock Company","Du lịch Phú Thọ","2018-10-17",,"3045","VN000000DSP8",
"SPD","STOCK","UPCOM","listed","Công ty Cổ phần Xuất nhập khẩu Thủy sản miền Trung ","DaNang Seaproducts Import Export Join Stock Corporation","T.sản miền Trung","2010-04-22",,"998","VN000000SPD8",
"BVB","STOCK","UPCOM","listed","Ngân hàng TMCP Bản Việt","Viet Capital Commercial Joint Stock Bank","Ngân hàng Bản Việt","2020-07-09",,"3592","VN000000BVB6",
"HAC","STOCK","UPCOM","listed","Công ty cổ phần Chứng khoán Hải Phòng","Hai Phong Securities Joint Stock Company","CK Hải Phòng","2016-10-18",,"2449","VN000000HAC5",
"VLF","STOCK","UPCOM","listed","Công ty Cổ phần Lương thực thực phẩm Vĩnh Long","Vinh Long Cereal and Food Corporation","L.thực Vĩnh Long","2016-05-13",,"1008","VN000000VLF6",
"VAT","STOCK","UPCOM","listed","Công ty cổ phần VT Vạn Xuân","Van Xuan VT Joint Stock Company","VT Vạn Xuân","2022-01-07",,"3065","VN000000VAT0",
"TGP","STOCK","UPCOM","listed","Công ty Cổ phần Trường Phú ","Truong Phu Joint Stock Company","CTCP Trường Phú","2009-06-24",,"2471","VN000000TGP9",
"LWS","STOCK","UPCOM","listed","Công ty cổ phần Cấp nước tỉnh Lào Cai","Lao Cai Water Supply Joint Stock Company","Cấp nc Lào Cai","2017-12-22",,"5285","VN000000LWS7",
"CMF","STOCK","UPCOM","listed","Công ty cổ phần Thực phẩm Cholimex","Cholimex Food Joint Stock Company","Th.phẩm CHOLIMEX","2016-11-30",,"1026","VN000000CMF4",
"S33","STOCK","UPCOM","delisted","Công ty Cổ phần Mía đường 333 ","The 333 Sugar Joint Stock Company","CTCP Mía đường 333","2010-12-29","2019-02-15","3079","VN000000S339",
"DSS","STOCK","UPCOM","delisted","Công ty Cổ phần Đường sắt Sài Gòn","Sai Gon Railway Joint Stock Company","Đ.sắt Sài Gòn","2017-04-24","2021-06-10","5291","VN000000DSS2",
"SSG","STOCK","UPCOM","listed","Công ty Cổ phần Vận tải biển Hải Âu","Seagull Shipping Joint Stock Company","V.tải biển Hải Âu","2015-06-03",,"3085","VN000000SSG5",
"SAL","STOCK","UPCOM","listed","Công ty cổ phần Trục vớt cứu hộ Việt Nam","Viet Nam Salvage Joint Stock Company","Cứu hộ Việt Nam","2017-10-20",,"5317","VN000000SAL3",
"BLT","STOCK","UPCOM","listed","Công ty Cổ phần Lương thực Bình Định","Binh Dinh Food Joint stock company","L.thực Bình Định","2017-07-10",,"5320","VN000000BLT9",
"BSL","STOCK","UPCOM","listed","Công ty Cổ phần Bia Sài Gòn - Sông Lam","Saigon-Songlam Beer Joint stock company","Bia SG Sông Lam","2017-06-16",,"5321","VN000000BSL1",
"VTG","STOCK","UPCOM","listed","Công ty Cổ phần du lịch tỉnh Bà Rịa - Vũng Tàu","Ba Ria - Vung Tau tourist joint stock corporation","D.lịch B.Rịa V.Tàu","2015-12-25",,"1047","VN000000VTG7",
"NSP","STOCK","UPCOM","delisted","Công ty Cổ phần Nhựa Sam Phú","SAM PHU PLASTICS CORPORATION",,"2011-01-19","2014-07-14","3114",,
"FBA","STOCK","UPCOM","listed","Công ty Cổ phần Tập đoàn Quốc tế FBA","FBA International Group Corporation","TĐ Quốc tế FBA","2011-02-18",,"3133","VN000000FBA1",
"SPA","STOCK","UPCOM","delisted","Công ty cổ phần Bao bì Sài Gòn","SaiGon Packaging Joint Stock Company","Bao bì Sài Gòn","2016-12-28","2022-08-18","1066","VN000000SPA4",
"MDF","STOCK","UPCOM","listed","Công ty Cổ phần Gỗ MDF VRG - Quảng Trị","Geruco-Quang Tri Wood Joint Stock Company","Gỗ MDF VRG Q.Trị","2011-02-25",,"3140","VN000000MDF2",
"SID","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Phát triển Sài Gòn CO.OP","Sai Gon CO.OP Investment Development Joint Stock Company","Sài Gòn CO.OP","2017-01-09",,"3804","VN000000SID3",
"TNW","STOCK","UPCOM","listed","Công ty Cổ phần Nước sạch Thái Nguyên","Thai Nguyen Water Joint stock company","Nước Thái Nguyên","2017-05-26",,"5357","VN000000TNW1",
"EIC","STOCK","UPCOM","listed","Công ty Cổ phần EVN Quốc tế","EVN International Joint Stock Company","CTCP EVN Quốc tế","2017-02-28",,"3817","VN000000EIC5",
"H11","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng HUD101","HUD101 Construction Joint Stock Company","Xây dựng HUD101","2011-04-28",,"3156","VN000000H118",
"PDV","STOCK","UPCOM","listed","Công ty Cổ phần vận tải và tiếp vận Phương Đông Việt","Phuong Dong Viet Shipping and Logistics Corporation","CTCP Phương Đông Việt","2017-04-20",,"3823","VN000000PDV2",
"LNC","STOCK","UPCOM","listed","Công ty cổ phần Lệ Ninh","LENINH JOINT STOCK COMPANY","CTCP Lệ Ninh","2019-07-04",,"5380","VN000000LNC0",
"DXL","STOCK","UPCOM","listed","Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn ","Lang Son Tourism And Import – Export Joint Stock Company","XNK Lạng Sơn","2010-06-28",,"1077","VN000000DXL7",
"KSK","STOCK","UPCOM","delisted","Công ty Cổ phần Khoáng sản Luyện kim màu ","Mineral Ferrous Metallergy Joint Stock Company","K.sản L.kim màu","2020-06-04","2022-02-18","3841","VN000000KSK4",
"TSJ","STOCK","UPCOM","listed","Công ty Cổ phần Du lịch Dịch vụ Hà Nội","Hanoi Tourist Service Joint - Stock Company","Du lịch DV Hà Nội","2017-08-01",,"3875","VN000000TSJ7",
"CEC","STOCK","UPCOM","delisted","Công ty Cổ phần Thiết kế Công nghiệp Hóa chất ","Chemical Industry Engineering Joint Stock Company","T.kế CN Hóa chất","2014-03-13","2021-05-18","3887","VN000000CEC8",
"BMS","STOCK","UPCOM","listed","Công ty Cổ phần Chứng Khoán Bảo Minh","Bao Minh Securities Company","CK Bảo Minh","2018-08-08",,"1082","VN000000BMS9",
"MND","STOCK","UPCOM","listed","Công ty Cổ phần Môi trường Nam Định","Nam Dinh Environment Joint Stock Company","M.trường Nam Định","2017-08-11",,"5410","VN000000MND6",
"TNS","STOCK","UPCOM","listed","Công ty Cổ phần Thép Tấm Lá Thống Nhất","Thong Nhat Flat Steel Joint Stock Company","Thép Tấm Th.Nhất","2017-01-06",,"3924","VN000000TNS9",
"STT","STOCK","UPCOM","listed","Công ty Cổ phần Vận chuyển Sài Gòn Tourist ","SaiGon Tourist Transport Corporation","Sài Gòn Tourist","2018-07-13",,"3221","VN000000STT6",
"PVY","STOCK","UPCOM","listed","Công ty cổ phần Chế tạo Giàn khoan Dầu khí","PetrovietNam Marine Shipyard Joint Stock Company","Giàn khoan D.khí","2017-12-29",,"3935","VN000000PVY8",
"NTF","STOCK","UPCOM","listed","Công ty cổ phần Dược - Vật tư Y tế Nghệ An","Nghe An Pharmaceutical Medical Materical and Equipment Joint Stock Company","Y tế Nghệ An","2019-07-04",,"5447","VN000000NTF6",
"MGG","STOCK","UPCOM","listed","Tổng công ty Đức Giang - Công ty cổ phần","Duc Giang Corporation","Công ty Đức Giang","2017-11-06",,"5462","VN000000MGG3",
"CNC","STOCK","UPCOM","listed","Công ty Cổ phần công nghệ cao Traphaco","Traphaco high tech joint stock company","C.nghệ Traphaco","2014-06-25",,"3971","VN000000CNC9",
"CPI","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Cảng Cái Lân","Cai Lan Port Investment Joint-Stock Company","Cảng Cái Lân","2017-07-28",,"3999","VN000000CPI1",
"ATD","STOCK","UPCOM","delisted","Công ty Cổ phần 28 Đà Nẵng","28 DA NANG JOINT STOCK COMPANY","CTCP 28 Đà Nẵng","2019-07-05","2021-08-19","5528","VN000000ATD8",
"NCS","STOCK","UPCOM","listed","Công ty cổ phần Suất ăn hàng không Nội Bài","Noibai Catering Services Joint Stock Company","Suất ăn HK Nội Bài","2015-12-02",,"4016","VN000000NCS5",
"IDN","STOCK","UPCOM","delisted","Công ty cổ phần In và Dịch vụ Đà Nẵng","Da Nang Printing and Service Joint Stock Company","In & DV Đà Nẵng","2018-01-12","2019-07-19","1125","VN000000IDN4",
"FBC","STOCK","UPCOM","listed","Công ty Cổ phần Cơ khí Phổ Yên","Pho Yen Mechanical Joint Stock Company","Cơ khí Phổ Yên","2017-10-20",,"5532","VN000000FBC7",
"FTI","STOCK","UPCOM","listed","Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị","Friendship Trading - Industrial Joint Stock Company","T.mại Hữu Nghị","2017-10-27",,"5533","VN000000FTI6",
"IBD","STOCK","UPCOM","listed","Công ty Cổ phần In Tổng hợp Bình Dương","Binh Duong General Printing Joint Stock Company","In Tổng hợp Bình Dương","2019-05-24",,"6389","VN000000IBD9",
"BXT","STOCK","UPCOM","delisted","Công ty Cổ phần Bến xe tàu Hậu Giang","Hau Giang Transport Station Joint Stock Company","Bến xe tàu Hậu Giang","2019-06-10","2022-04-01","6411","VN000000BXT4",
"HLG","STOCK","UPCOM","listed","Công ty Cổ phần Tập đoàn Hoàng Long","Hoang Long Group","Hoàng Long Group","2019-09-18",,"2522","VN000000HLG3",
"MCM","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN GIỐNG BÒ SỮA MỘC CHÂU","MOCCHAU DAIRY CATTLE BREEDING JOINT STOCK COMPANY","Giống Bò sữa Mộc Châu","2020-12-18",,"7379","VN000000MCM0",
"VMG","STOCK","UPCOM","listed","Công ty Cổ phần Thương mại và Dịch vụ dầu khí Vũng Tàu","VUNG TAU PETROLEUM TRADING AND SERVICES JOINT STOCK COMPANY","Dầu khí Vũng Tàu","2017-10-11",,"2526","VN000000VMG2",
"CAB","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN TỔNG CÔNG TY TRUYỀN HÌNH CÁP VIỆT NAM","VIETNAM TELEVISION CABLE JOINT STOCK COMPANY","Truyền hình cáp VN","2019-09-06",,"10037","VN000000CAB8",
"ACG","STOCK","UPCOM","delisted","Công ty Cổ phần Gỗ An Cường","AN CUONG WOOD - WORKING JOINT STOCK COMPANY","Công ty gỗ An Cường","2021-08-04","2022-09-27","10092","VN000000ACG7",
"THP","STOCK","UPCOM","listed","Công ty cổ phần Thủy sản và Thương mại Thuận Phước","Thuan Phuoc Seafoods and Trading Corporation","Thủy sản Thuận Phước","2019-11-18",,"10095","VN000000THP7",
"MEG","STOCK","UPCOM","delisted","CÔNG TY CỔ PHẦN MEGRAM","MEGRAM JOINT STOCK COMPANY","CTCP MEGRAM","2019-09-09","2022-06-16","10106","VN000000MEG8",
"NPS","STOCK","UPCOM","delisted","Công ty Cổ phần May Phú Thịnh - Nhà Bè","Phu Thinh - Nha Be Garment Joint-Stock Company","May Phú Thịnh","2017-12-13","2020-04-22","1357","VN000000NPS7",
"S12","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 12 ","Song Da 12 Joint Stock Company","CTCP Sông Đà 12","2016-05-26",,"1364","VN000000S123",
"HTM","STOCK","UPCOM","listed","Tổng Công ty Thương Mại Hà Nội - Công ty cổ phần","HaNoi Trade Corporation","Thương mại Hà Nội","2018-05-04",,"1410","VN000000HTM4",
"CT3","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Xây dựng công trình 3","Project 3 Construction And Investment Joint Stock Company","Công trình 3","2009-11-20",,"2578","VN000000CT33",
"CID","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng và phát triển cơ sở hạ tầng","Construction and Infrastructure Development Joint Stock Corporation","P.triển hạ tầng","2016-05-10",,"7","VN000000CID7",
"HGT","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN DU LỊCH HƯƠNG GIANG","Huong Giang Tourist Joint Stock Company","Du lịch Hương Giang","2020-10-15",,"1517","VN000000HGT6",
"PTG","STOCK","UPCOM","listed","Công ty Cổ phần May xuất khẩu Phan Thiết ","Phan Thiet Garment Import - Export Joint Stock Company","May XK Phan Thiết","2010-01-04",,"2596","VN000000PTG9",
"DBM","STOCK","UPCOM","listed","Công ty Cổ phần Dược - Vật tư y tế Đăk Lăk ","DAK LAK Pharmaceutical Medical Equipment Joint Stock Company","V.tư y tế Đăk Lăk","2009-12-17",,"2598","VN000000DBM1",
"DID","STOCK","UPCOM","listed","Công ty Cổ phần DIC-Đồng Tiến ","DIC-Dong Tien Joint Stock Company","DIC - Đồng Tiến","2020-06-04",,"2612","VN000000DID5",
"V15","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng số 15","Vinaconex 15 Joint Stock Company","Xây dựng số 15","2015-07-21",,"2620","VN000000V150",
"SQC","STOCK","UPCOM","listed","Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn","Sai Gon – Quy Nhon Mining Corporation","K.sản SG - Q.Nhơn","2016-05-26",,"2622","VN000000SQC8",
"GND","STOCK","UPCOM","listed","Công ty cổ phần Gạch ngói Đồng Nai","Dong Nai Brick And Tile Corporation","Gạch ngói Đồng Nai","2017-02-21",,"60","VN000000GND8",
"TMW","STOCK","UPCOM","listed","Công ty Cổ phần tổng hợp gỗ Tân Mai","TAN MAI GENERAL WOOD JOINT STOCK COMPANY","Gỗ Tân Mai","2009-12-23",,"1531","VN000000TMW3",
"M10","STOCK","UPCOM","listed","Tổng công ty May 10 - Công ty Cổ phần","Garment 10 Corporation - Joint Stock Company","Tổng CT May 10","2018-01-10",,"236","VN000000M100",
"ILC","STOCK","UPCOM","listed","Công ty Cổ phần Hợp tác lao động với nước ngoài","International Labour and Services Stock Company","L.động nước ngoài","2018-08-10",,"246","VN000000ILC0",
"LO5","STOCK","UPCOM","listed","Công ty Cổ phần Lilama 5 ","Lilama 5 Joint Stock Company","CTCP Lilama 5","2021-05-13",,"1688","VN000000LO52",
"PAI","STOCK","UPCOM","listed","Công ty Cổ phần Công nghệ Thông tin, Viễn thông và Tự động hóa Dầu Khí","Petroleum Information Technology Telecom and Automation Joint Stock Company","Tự động hóa D.khí","2017-01-23",,"1692","VN000000PAI5",
"HPL","STOCK","UPCOM","delisted","Công ty Cổ phần Bến xe tàu phà Cần Thơ",,,"2010-01-26","2014-06-09","1716",,
"HAN","STOCK","UPCOM","listed","Tổng Công ty Xây dựng Hà Nội – CTCP","Hanoi Construction Corporation - JSC","TCT Xây dựng HN","2016-10-20",,"271","VN000000HAN2",
"AIC","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Bảo hiểm Hàng không","Vietnam National Aviation Insurance Corporation","Bảo hiểm Hàng không","2021-01-08",,"276","VN000000AIC3",
"CC1","STOCK","UPCOM","listed","Tổng Công ty Xây dựng Số 1 – CTCP","Construction Corporation No 1 Joint Stock Company","TCT Xây dựng số 1","2017-07-20",,"279","VN000000CC16",
"HKC","STOCK","UPCOM","delisted","Công ty Cổ phần Dệt kim Hà Nội","Hanoi Knitting Joint Stock Company","Dệt kim Hà Nội","2020-05-22","2021-12-15","1842","VN000000HKC4",
"CYC","STOCK","UPCOM","listed","Công ty Cổ phần Gạch Men Chang Yih ","Chang Yih Ceramic Joint Stock Company","Gạch Men Chang Yih","2017-05-22",,"305","VN000000CYC6",
"FRC","STOCK","UPCOM","listed","Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam","Forest Products Export Joint – Stock Company Of Quang Nam","Lâm đặc sản Q.Nam","2018-07-26",,"1848","VN000000FRC3",
"HCB","STOCK","UPCOM","listed","Công ty cổ phần Dệt may 29/3","March 29 Textile – Garment Joint Stock Company","Dệt may 29/3","2019-12-18",,"1857","VN000000HCB3",
"CC4","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Xây dựng số 4","Investment and Construction Joint Stock Company No.4","Xây dựng số 4","2017-07-28",,"1889","VN000000CC40",
"QHW","STOCK","UPCOM","listed","Công ty Cổ phần nước khoáng Quảng Ninh","Quang Ninh Mineral Water Corporation","Nước khoáng Q.Ninh","2016-12-22",,"1892","VN000000QHW9",
"SD2","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 2","Song Da 2 Joint Stock Company","CTCP Sông Đà 2","2022-08-08",,"1904","VN000000SD25",
"GVT","STOCK","UPCOM","listed","Công ty Cổ phần Giấy Việt Trì","VietTri Paper Joint Stock Company","CTCP Giấy Việt Trì","2017-01-12",,"1905","VN000000GVT7",
"C36","STOCK","UPCOM","delisted","Công ty Cổ phần Quản Lý và Xây dựng công trình giao thông 236","236 Traffic Project Construction and Management Joint stock company","C.trình GT 236","2017-05-31","2022-01-06","1940","VN000000C366",
