"code","type","floor","status","companyName","companyNameEng","shortName","listedDate","delistedDate","companyId","isin","indexCode"
"CMI","STOCK","UPCOM","listed","Công ty Cổ phần CMISTONE Việt Nam","Cmistone Viet Nam Joint Stock Company","CMISTONE Việt Nam","2019-06-14",,"2558","VN000000CMI8",
"DNS","STOCK","UPCOM","delisted","Công ty Cổ phần Thép Đà Nẵng","Da Nang Steel Joint Stock Company","Thép Đà Nẵng","2010-04-05","2021-07-12","1389","VN000000DNS3",
"BVN","STOCK","UPCOM","listed","Công ty Cổ phần Bông Việt Nam ","VietNam Cotton Joint Stock Company","CTCP Bông Việt Nam","2011-10-11",,"1401","VN000000BVN1",
"ACE","STOCK","UPCOM","listed","Công ty Cổ phần Bê tông ly tâm An Giang","An Giang Centrifugal Concrete Joint Stock Company","Bê tông An Giang","2009-11-10",,"2567","VN000000ACE2",
"PSP","STOCK","UPCOM","listed","Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ","Dinh Vu Petroleum Service Port Joint Stock Company","DV D.khí Đình Vũ","2009-11-10",,"2568","VN000000PSP2",
"TH1","STOCK","UPCOM","listed","Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam ","The Vietnam National General Export - Import Joint Stock Company No.1","XNK Tổng hợp I VN","2018-04-27",,"2570","VN000000TH12",
"NOS","STOCK","UPCOM","listed","Công ty cổ phần Vận tải biển và Thương mại Phương Đông","Oriental Shipping and Trading Joint Stock Company","V.tải biển P.Đông","2011-01-11",,"1456","VN000000NOS0",
"TL4","STOCK","UPCOM","listed","Tổng Công ty Xây dựng Thủy lợi 4 ","Hydraulics Construction Corporation No.4 - Joint Stock Company","TCT XD Thủy lợi 4","2015-02-04",,"1463","VN000000TL40",
"DDM","STOCK","UPCOM","listed","Công ty Cổ phần Hàng hải Đông Đô ","Dong Do Marine Joint Stock Company","Hàng hải Đông Đô","2014-12-15",,"1486","VN000000DDM7",
"AGF","STOCK","UPCOM","listed","Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang ","An Giang Fisheries Import and Export Joint Stock Company","Thủy sản An Giang","2020-02-24",,"5","VN000000AGF0",
"RIC","STOCK","UPCOM","listed","Công ty Cổ phần Quốc tế Hoàng Gia","Royal International Joint Stock Corporation","Quốc tế Hoàng Gia","2022-05-26",,"1498","VN000000RIC7",
"VIM","STOCK","UPCOM","listed","Công ty Cổ phần Khoáng sản Viglacera","Viglacera Mineral Joint Stock Company","K.sản Viglacera","2017-01-24",,"1509","VN000000VIM8",
"TTR","STOCK","UPCOM","delisted","Công ty Cổ phần Du lịch Thương mại và Đầu tư","Tourism Trade and Investment Joint Stock Company","D.lịch T.mại Đ.tư","2009-12-04","2019-02-12","2594","VN000000TTR8",
"UDJ","STOCK","UPCOM","listed","Công ty Cổ phần Phát triển Đô thị - Becamex UDJ","Becamex Urban Development Joint Stock Company","Becamex UDJ","2009-12-22",,"2625","VN000000UDJ7",
"DGT","STOCK","UPCOM","listed","Công ty Cổ phần Công trình giao thông Đồng Nai","DONA Transportation Construction Joint-Stock Company","C.trình GT Đ.Nai","2010-03-09",,"2654","VN000000DGT5",
"IHK","STOCK","UPCOM","listed","Công ty Cổ phần In Hàng không ","Aviation Printing Joint Stock Company","In Hàng không","2010-03-04",,"2655","VN000000IHK1",
"TAG","STOCK","UPCOM","listed","Công ty Cổ phần Thế giới số Trần Anh","Tran Anh Digital World Joint Stock Company","T.giới số Trần Anh","2018-11-23",,"2669","VN000000TAG1",
"TVG","STOCK","UPCOM","listed","Công ty Cổ phần Tư vấn đầu tư và Xây dựng giao thông vận tải","Transport Investment And Construction Consultant Joint Stock Company","T.vấn Đ.tư XD GTVT","2010-01-25",,"2686","VN000000TVG7",
"ADP","STOCK","UPCOM","listed","Công ty Cổ phần Sơn Á Đông ","A Dong Paint Stock Company","CTCP Sơn Á Đông","2010-02-02",,"2690","VN000000ADP6",
"X26","STOCK","UPCOM","listed","Công ty cổ phần 26","26 Joint Stock Company","Công ty Cổ phần 26","2018-07-09",,"1539","VN000000X263",
"CPW","STOCK","UPCOM","delisted","CÔNG TY CỔ PHẦN CÔNG TRÌNH GIAO THÔNG CÔNG CHÁNH","COMMUNICATIONS AND PUBLIC WORKS JOINT STOCK COMPANY","G.thông Công Chánh","2019-09-20","2021-07-08","10356","VN000000CPW2",
"NNQ","STOCK","UPCOM","delisted","Công ty cổ phần Giống nông nghiệp Quảng Nam","Quang Nam Agricultural Varieties Joint Stock Company","Giống Nông nghiệp Q.Nam","2020-02-20","2022-04-01","10427","VN000000NNQ6",
"FIC","STOCK","UPCOM","listed","Tổng Công ty Vật liệu Xây dựng số 1 – Công ty cổ phần","FICO CORPORATION – JSC","TCT VLXD số 1","2018-08-02",,"181","VN000000FIC2",
"REM","STOCK","UPCOM","delisted","Công ty Cổ phần Tu bổ Di tích Trung Ương - Vinaremon",,,"2010-02-22","2014-06-05","2698",,
"KBE","STOCK","UPCOM","delisted","Công ty Cổ phần Sách - Thiết bị Trường học Kiên Giang ","Kien Giang Book and Equipment Joint Stock Company","Sách Kiên Giang","2010-03-01","2021-08-19","2700","VN000000KBE3",
"TBT","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre","Bentre Transportation Works Contruction Joint Stock Company","C.trình GT Bến Tre","2010-03-01",,"2701","VN000000TBT2",
"PHH","STOCK","UPCOM","listed","Công ty Cổ phần Hồng Hà Việt Nam ","Hong Ha Vietnam Joint Stock Company.","Hồng Hà Việt Nam","2015-08-31",,"2706","VN000000PHH2",
"PCC","STOCK","UPCOM","listed","Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex","Petrolimex Construction 1 Joint Stock Company Group","X.lắp 1 Petrolimex","2017-11-14",,"4711","VN000000PCC4",
"NDC","STOCK","UPCOM","listed","Công ty Cổ phần Nam dược ","Nam Duoc Joint Stock Company","CTCP Nam dược","2010-03-11",,"2716","VN000000NDC7",
"BLI","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Bảo Hiểm Bảo Long","BAO LONG INSURANCE CORPORATION","Bảo Hiểm Bảo Long","2015-12-11",,"416","VN000000BLI2",
"VES","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco","Meca Vneco Investment And Electricity Construction Joint Stock Company","XD Điện MêCa Vneco","2015-03-18",,"2746","VN000000VES4",
"BBH","STOCK","UPCOM","listed","Công ty cổ phần Bao bì Hoàng Thạch","Hoang Thach Packaging Joint Stock Company","Bao bì Hoàng Thạch","2020-05-14",,"435","VN000000BBH5",
"PTT","STOCK","UPCOM","listed","Công ty Cổ phần Vận tải Dầu khí Đông Dương","Indochina Petroleum Transportation Joint Stock Company","D.khí Đông Dương","2010-04-29",,"2771","VN000000PTT2",
"BSD","STOCK","UPCOM","listed","Công ty cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","Sai Gon - Dong Xuan Beer Alcohol Joint Stock Company","Bia SG Đồng Xuân","2017-04-28",,"4818","VN000000BSD8",
"DLR","STOCK","UPCOM","listed","Công ty Cổ phần Địa ốc Đà Lạt ","Dalat Real Estate Joint Stock Company","CTCP Địa ốc Đà Lạt","2019-05-31",,"2781","VN000000DLR9",
"DSD","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN DHC SUỐI ĐÔI","DHC SUOI DOI CORPORATION","CTCP DHC SUỐI ĐÔI","2022-05-17",,"14284","VN000000DSD4",
"IN4","STOCK","UPCOM","listed","Công ty Cổ phần In số 4","No 4 Printing Joint Stock Company","CTCP In số 4","2010-05-19",,"2793","VN000000IN41",
"CHC","STOCK","UPCOM","listed","Công ty cổ phần Cẩm Hà","Cam Ha Joint Stock Company","CTCP Cẩm Hà","2017-02-16",,"2208","VN000000CHC1",
"PHS","STOCK","UPCOM","listed","Công ty Cổ phần Chứng khoán Phú Hưng","Phu Hung Securities Corporation","Chứng khoán Phú Hưng","2019-07-31",,"2803","VN000000PHS9",
"HPT","STOCK","UPCOM","listed","Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT ","HPT Vietnam Corporation","Công nghệ HPT","2010-06-17",,"2806","VN000000HPT7",
"DBF","STOCK","UPCOM","delisted","Công ty Cổ phần Lương thực Đông Bắc","Dong Bac Food Joint Stock Company",,"2010-06-21","2015-01-16","2807",,
"VHH","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Xây dựng Viwaseen Huế","Viwaseen – Hue Investment And Contruction Joint-Stock Company","XD Viwaseen Huế","2014-06-25",,"2818","VN000000VHH0",
"TAP","STOCK","UPCOM","delisted","Công ty cổ phần Đô thị Tân An","TAN AN PUBLIC SERVICES JOINT STOCK COMPANY","Đô Thị Tân An","2016-09-07","2022-08-11","4841","VN000000TAP2",
"YRC","STOCK","UPCOM","delisted","Công ty cổ phần Đường sắt Yên Lào","Yenlao Railway Join Stock Company","Đ.sắt Yên lào","2016-09-09","2021-08-12","4844","VN000000YRC4",
"SGS","STOCK","UPCOM","listed","Công ty Cổ phần vận tải biển Sài Gòn","SaiGon Shippping Joint Stock Company","Vận tải biển SG","2010-12-22",,"467","VN000000SGS5",
"SJM","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 19 ","Song Da 19 Joint Stock Company","CTCP Sông Đà 19","2014-05-29",,"2220","VN000000SJM2",
"VLB","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng và Sản xuất vật liệu xây dựng Biên Hòa","BIEN HOA BUILDING MATERIALS PRODUCTION AND CONSTRUCTION JOINT STOCK COMPANY","VLXD Biên Hòa","2016-09-22",,"4859","VN000000VLB5",
"ABC","STOCK","UPCOM","listed","Công ty cổ phần Truyền thông VMG","VMG Media Joint Stock Company","Truyền thông VMG","2016-08-18",,"488","VN000000ABC8",
"L63","STOCK","UPCOM","listed","Công ty Cổ phần Lilama 69-3","Lilama 69-3 Joint Stock Company","Lilama 69-3","2016-10-06",,"4875","VN000000L631",
"VFC","STOCK","UPCOM","listed","Công ty Cổ phần Vinafco","Vinafco Joint Stock Corporation","CTCP Vinafco","2013-07-01",,"521","VN000000VFC5",
"VE9","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và xây dựng VNECO 9 ","VNECO 9 Investment & Construction Joint Stock Company","Xây dựng VNECO 9","2020-11-17",,"2234","VN000000VE94",
"PTM","STOCK","UPCOM","delisted","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ôtô PTM","THE PRECISION AUTOMOBILE SERVICE, AND MANUFACTURING JOINT STOCK COMPANY","DV ôtô PTM","2015-05-29","2018-11-27","2238","VN000000PTM7",
"PMT","STOCK","UPCOM","listed","Công ty cổ phần Viễn thông Telvina Việt Nam","TELVINA Telecommunications Joint Stock Company","V.liệu b.điện TELVINA","2010-07-22",,"2858","VN000000PMT7",
"ND2","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Phát triển điện miền Bắc 2","Northern Electricity Eevelopment And Investment Joint Stock Company No.2","Điện miền Bắc 2","2010-07-22",,"2859","VN000000ND20",
"GTS","STOCK","UPCOM","listed","Công ty cổ phần Công trình Giao thông Sài Gòn","Saigon Traffic Construction Joint Stock Company","C.trình GT SG","2016-10-21",,"4903","VN000000GTS3",
"KTC","STOCK","UPCOM","listed","Công ty Cổ phần Thương mại Kiên Giang","Kien Giang Trading Joint Stock Company","T.mại Kiên Giang","2018-06-22",,"2277","VN000000KTC9",
"SRB","STOCK","UPCOM","listed","Công ty Cổ phần Tập đoàn SARA ","SARA Group Joint Stock Company","CTCP Tập đoàn SARA","2016-05-26",,"2280","VN000000SRB8",
"TVU","STOCK","UPCOM","delisted","Công ty cổ phần Công trình Đô thị Trà Vinh","TRA VINH URBAN PROJECT JOINT STOCK COMPANY","M.trg Đ.thị Trà Vinh","2016-11-09","2021-08-04","4926","VN000000TVU8",
"HLR","STOCK","UPCOM","listed","Công ty cổ phần Đường sắt Hà Lạng","Ha Lang Railways Joint Stock Company","Đ.sắt Hà Lạng","2016-11-28",,"4997","VN000000HLR0",
"PGB","STOCK","UPCOM","listed","NGÂN HÀNG TMCP XĂNG DẦU PETROLIMEX","PETROLIMEX GROUP COMMERICAL JOINT STOCK COMPANY","NHTMCP XĂNG DẦU PETROLIMEX","2020-12-24",,"2296","VN000000PGB7",
"YBC","STOCK","UPCOM","listed","Công ty Cổ phần Xi măng và Khoáng sản Yên Bái ","YenBai Cement and Minerals Joint Stock Company","X.măng K.sản Y.Bái","2014-06-25",,"2326","VN000000YBC8",
"MES","STOCK","UPCOM","listed","Công ty Cổ phần Cơ điện Công trình","Mechanical, Engineering Service Joint Stock Company","Cơ điện Công trình","2016-12-12",,"5049","VN000000MES3",
"DVW","STOCK","UPCOM","listed","Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai","Dong Nai Water Supply Construction and Services Joint Stock Company","DV cấp nc Đồng Nai","2018-06-06",,"794","VN000000DVW8",
"TNP","STOCK","UPCOM","listed","Công ty cổ phần Cảng Thị Nại","Thi Nai Port Joint Stock Company","Cảng Thị Nại","2016-12-23",,"2935","VN000000TNP5",
"HHN","STOCK","UPCOM","listed","Công ty cổ phần Vận tải và Dịch vụ hàng hóa Hà Nội","Ha Noi Goods services and transport Joint Stock Company","V.tải hàng hóa HN","2016-12-16",,"5100","VN000000HHN7",
"VKP","STOCK","UPCOM","listed","Công ty Cổ phần Nhựa Tân Hóa","VIKY Plastic Joint Stock Company","CTCP Nhựa Tân Hóa","2013-11-15",,"2327","VN000000VKP7",
"QNW","STOCK","UPCOM","listed","Công ty cổ phần Cấp thoát nước và Xây dựng Quảng Ngãi","Quang Ngai Water Supply Sewerage And Construction Joint Stock Company","C.thoát nc Q.Ngãi","2016-12-26",,"5124","VN000000QNW7",
"CCV","STOCK","UPCOM","listed","Công ty cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam","VCC Engineering Consultants Joint Stock Company","XD C.nghiệp & Đ.thị VN","2017-01-09",,"5144","VN000000CCV2",
"PFL","STOCK","UPCOM","listed","Công ty Cổ phần Dầu khí Đông Đô","PETROLEUM DONG DO JOINT STOCK COMPANY","Dầu khí Đông Đô","2015-05-25",,"2994","VN000000PFL8",
"PRT","STOCK","UPCOM","listed","Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương","Binh Duong Producing and Trading Goods Corporation","XNK Bình Dương","2018-05-07",,"3514","VN000000PRT6",
"RHN","STOCK","UPCOM","delisted","Công ty cổ phần Đường sắt Hà Ninh","HaNinh Railway Joint Stock Company","Đ.sắt Hà Ninh","2017-03-16","2021-06-29","5219","VN000000RHN6",
"QCC","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư xây dựng và phát triển hạ tầng viễn thông","Construction investment and telecommunications infrastructure development joint stock company","ĐTPT H.tầng V.thông","2014-06-06",,"3019","VN000000QCC2",
"SNZ","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Phát triển khu Công Nghiệp","Sonadezi Corporation","TCT P.triển KCN","2017-11-20",,"3553","VN000000SNZ6",
"HFB","STOCK","UPCOM","listed","Công ty cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh","Ho Chi Minh City Ferry Bridge Construction Joint Stock Company","Cầu phà TP.HCM","2017-03-30",,"5235","VN000000HFB6",
"STU","STOCK","UPCOM","delisted","Công ty Cổ phần Môi trường và Công trình Đô thị Sơn Tây","SonTay Urban Construction And Environment Joint Stock Company","M.trg Đ.thị S.Tây","2010-10-19","2021-07-14","3035","VN000000STU4",
"CQN","STOCK","UPCOM","listed","Công ty cổ phần Cảng Quảng Ninh","Quang Ninh Port Joint Stock Company","Cảng Quảng Ninh","2020-08-18",,"5240","VN000000CQN9",
"VNA","STOCK","UPCOM","listed","Công ty Cổ phần vận tải biển VINASHIP ","VINASHIP Joint Stock Company","V.tải VINASHIP","2017-05-03",,"992","VN000000VNA3",
"HVC","STOCK","UPCOM","delisted","Công ty Cổ phần Hưng Vượng ","Prosper Joint Stock Company",,"2010-10-27","2012-05-30","3040",,
"QLT","STOCK","UPCOM","listed","Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10","Inland Waterway Management Maintenance Joint Stock Company No.10","Đg thủy số 10","2017-04-03",,"5244","VN000000QLT7",
"MLC","STOCK","UPCOM","listed","Công ty Cổ phần Môi trường Đô thị tỉnh Lào Cai","Lao Cai urban Environment Joint stock company","Đô thị Lào Cai","2017-05-23",,"5249","VN000000MLC2",
"VTI","STOCK","UPCOM","listed","Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may","Textile-Garment Import–Export and Production JS. Corporation","SX - XNK Dệt may","2010-12-17",,"3057","VN000000VTI3",
"SSN","STOCK","UPCOM","listed","Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn","Saigon Seaproducts import export joint stock company","XNK thủy sản SG","2013-10-15",,"1007","VN000000SSN1",
"HLY","STOCK","UPCOM","listed","Công ty cổ phần gốm xây dựng Yên Hưng","Yen Hung construction ceramic joint stock company","gốm xây dựng Yên Hưng","2021-04-28",,"1261","VN000000HLY6",
"PPG","STOCK","UPCOM","delisted","Công ty Cổ phần Sản xuất-Thương mại-Dịch vụ Phú Phong ","Phu Phong Corporation","DV Phú Phong","2015-06-22","2018-12-19","1267","VN000000PPG7",
"SD3","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 3","Song Da 3 Joint Stock Company","CTCP Sông Đà 3","2013-12-24",,"1273","VN000000SD33",
"MPC","STOCK","UPCOM","listed","Công ty cổ phần Tập đoàn Thủy sản Minh Phú","Minh Phu Seafood Joint Stock Company","Thủy sản Minh Phú","2017-10-16",,"1292","VN000000MPC3",
"S74","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 7.04","Song Da 7.04 Joint Stock Company","CTCP Sông Đà 7.04","2021-06-11",,"2494","VN000000S743",
"DPD","STOCK","UPCOM","listed","Công ty Cổ phần Cao su Đồng Phú - Đắk Nông","Dong Phu - Dak Nong Rubber Joint Stock Company","Cao su Đồng Phú - Đắk Nông","2021-01-20",,"6927","VN000000DPD0",
"HLT","STOCK","UPCOM","listed","Công ty Cổ phần Dệt may Hoàng Thị Loan","Hoang Thi Loan Textile and Garment Joint Stock Company","Dệt may Hoàng Thị Loan","2019-12-27",,"7170","VN000000HLT6",
"ATA","STOCK","UPCOM","listed","Công ty Cổ phần NTACO ","NTACO Joint Stock Company","CTCP NTACO","2017-02-17",,"2521","VN000000ATA4",
"VTA","STOCK","UPCOM","listed","Công ty Cổ phần Vitaly","Vitaly Joint Stock Company","CTCP Vitaly","2011-10-31",,"1304","VN000000VTA0",
"VBH","STOCK","UPCOM","listed","Công ty Cổ phần Điện tử Bình Hòa","Viettronics Binh Hoa Joint Stock Company","Điện tử Bình Hòa","2017-06-05",,"1340","VN000000VBH3",
"GGG","STOCK","UPCOM","listed","Công ty Cổ phần Ô tô Giải Phóng","GiaiPhong Motor Joint Stock Company","Ô tô Giải Phóng","2014-08-15",,"2547","VN000000GGG5",
"DIC","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Thương mại DIC ","DIC Investment and Trading Joint Stock Company","Đầu tư T.mại DIC","2020-08-18",,"1343","VN000000DIC7",
"SZG","STOCK","UPCOM","listed","Công ty Cổ phần Sonadezi Giang Điền","SONADEZI GIANG DIEN SHAREHOLDING COMPANY","Công ty Cổ phần Sonadezi Giang Điền","2021-12-27",,"8631","VN000000SZG0",
"XMP","STOCK","UPCOM","listed","Công ty cổ phần thủy điện Xuân Minh","Xuân Minh Hydro Power Joint Stock Company","Thủy điện Xuân Minh","2021-08-16",,"8849","VN000000XMP9",
"PLE","STOCK","UPCOM","listed","Công ty Cổ phần Tư vấn Xây Dựng Petrolimex","Petrolimex Engineering Joint Stock Company","Công ty Petrolimex","2021-01-07",,"8945","VN000000PLE1",
"DAC","STOCK","UPCOM","listed","Công ty Cổ phần 382 Đông Anh","382 Dong Anh Joint Stock Company","382 Đông Anh","2016-04-08",,"13","VN000000DAC4",
"HFC","STOCK","UPCOM","listed","Công ty cổ phần Xăng dầu HFC","HFC Pertroleum Corporarion","X.dầu HFC","2010-03-01",,"2699","VN000000HFC4",
"PSB","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Dầu khí Sao Mai - Bến Đình","Sao Mai – Ben Dinh Petroleum Investment Joint Stock Company","Đ.tư DK S.Mai BĐ","2010-02-25",,"2703","VN000000PSB2",
"CMT","STOCK","UPCOM","listed","Công ty Cổ phần Công nghệ Mạng và Truyền thông","Information And Networking Technology Joint Stock Company","C.nghệ mạng & Tr.thông","2019-04-24",,"2711","VN000000CMT5",
"D26","STOCK","UPCOM","delisted","Công ty Cổ phần Quản lý và Xây dựng đường bộ 26","ROAT MANAGEMENT AND CONSTRUCTION JOINT STOCK COMPANY 26","Quản lý & XD đường bộ 26","2011-01-10","2017-09-19","1630","VN000000D265",
"SEA","STOCK","UPCOM","listed","Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần","Viet Nam Seaproducts Joint Stock Corportion","TCT Thủy sản VN","2016-12-23",,"208","VN000000SEA8",
"NTB","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình Giao thông 584","Transport Engineering Construction And Business Investment  Stock Company 584","C.trình GT 584","2014-01-16",,"2753","VN000000NTB5",
"VTE","STOCK","UPCOM","listed","Công ty Cổ phần VInaCap Kim Long","VinaCap Kim Long Joint Stock Company","VinaCap Kim Long","2018-06-05",,"4737","VN000000VTE2",
"HSM","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Dệt May Hà Nội","HaNoi Textile And Garment Joint Stock Corporation","Dệt may Hà Nội","2018-04-19",,"2112","VN000000HSM6",
"TED","STOCK","UPCOM","listed","Tổng công ty Tư vấn thiết kế Giao thông vận tải -CTCP","Transport Engineering Design Incorporated","Tư vấn thiết kế giao thông vận tải","2022-05-10",,"4744","VN000000TED0",
"CT6","STOCK","UPCOM","listed","Công ty Cổ phần Công trình 6","Construction joint stock company no6","CTCP Công trình 6","2020-05-15",,"2760","VN000000CT66",
"TNB","STOCK","UPCOM","listed","Công ty Cổ phần Thép Nhà Bè - VNSTEEL","VNSTEEL - Nha Be Steel Joint Stock Company","Thép Nhà Bè","2010-04-16",,"2118","VN000000TNB5",
"VCE","STOCK","UPCOM","listed","Công ty Cổ phần Xây lắp Môi trường","CONSTRUCTION ENVIRONMENT JOINT STOCK COMPANY","Xây lắp Môi trường","2016-12-29",,"4764","VN000000VCE8",
"BDT","STOCK","UPCOM","listed","Công ty cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp","DongThap Building Materials & Construction Joint Stock Company","VLXD Đồng Tháp","2017-09-06",,"4811","VN000000BDT6",
"RAT","STOCK","UPCOM","listed","Công ty Cổ phần Vận tải và Thương mại Đường Sắt","Railway transport and trade joint stock company","V.tải T.mại Đ.sắt","2016-08-15",,"4814","VN000000RAT8",
"VUA","STOCK","UPCOM","listed","Công ty Cổ phần Chứng khoán Stanley Brothers","Stanley Brothers Securities Incorporation","Chứng khoán Stanley Brothers","2022-01-25",,"14186","VN000000VUA8",
"BTR","STOCK","UPCOM","delisted","Công ty cổ phần Đường sắt Bình Trị Thiên","Binh Tri Thiên Railway Joint Stock Company","Đ.sắt Bình Trị Thiên","2016-08-26","2021-06-24","4829","VN000000BTR6",
"MGR","STOCK","UPCOM","listed","CTCP Tập đoàn Mgroup","MGROUP GROUP CORPORATION","MGROUP","2022-04-28",,"14233","VN000000MGR0",
"CVP","STOCK","UPCOM","listed","Công ty Cổ phần Cảng Cửa Việt","Cua Viet Port Joint Stock Company","Cảng Cửa Việt","2022-05-04",,"14278","VN000000CVP4",
"DNY","STOCK","UPCOM","delisted","Công ty Cổ phần Thép Dana - Ý ","DANA-Y Steel Joint Stock Company","Thép Dana - Ý","2020-06-12","2021-11-16","2782","VN000000DNY1",
"VCR","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex","Vinaconex Investment And Tourism Development Joint Stock Company","Du lịch Vinaconex","2020-05-12",,"2783","VN000000VCR0",
"HEC","STOCK","UPCOM","listed","Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II","Hydraulic Engineering Consultant Corporation II","XD Thủy Lợi II","2016-12-21",,"2206","VN000000HEC7",
"PVR","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư PVR Hà Nội","Hanoi PVR Investment Joint Stock Company","Đầu tư PVR Hà Nội","2017-06-02",,"2808","VN000000PVR2",
"PXM","STOCK","UPCOM","listed","Công ty Cổ phần Xây lắp Dầu khí miền Trung ","Mientrung Petroleum Construction Joint Stock Company","X.lắp DK M.Trung","2014-07-01",,"2809","VN000000PXM9",
"PFV","STOCK","UPCOM","delisted","Công ty Cổ phần Đầu tư và Thương mại PFV ","PFV Investment and Trading Joint Stock Company",,"2010-07-23","2013-12-02","2817",,
"HRT","STOCK","UPCOM","listed","Công ty cổ phần Vận tải Đường sắt Hà Nội","HaNoi Railway Transport Join Stock Company","V.tải Đ.sắt HN","2016-09-15",,"4852","VN000000HRT3",
"VDN","STOCK","UPCOM","listed","Công ty Cổ phần Vinatex Đà Nẵng","DANANG TEXTILE AND GARMENT MANUFACTURING IMPORT EXPORT JOINT STOCK COMPANY","Vinatex Đà Nẵng","2010-07-15",,"2837","VN000000VDN7",
"TQW","STOCK","UPCOM","listed","Công ty Cổ phần Cấp thoát nước Tuyên Quang","Tuyen Quang Water Supply And Sewerage Joint Stock Company","C.thoát nc Tuyên Quang","2019-06-14",,"4869","VN000000TQW4",
"HWS","STOCK","UPCOM","listed","Công ty Cổ phần Cấp nước Thừa Thiên Huế","Thua Thien Hue Water Suppy Joint Stock Company","Cấp nc Huế","2018-07-27",,"4919","VN000000HWS5",
"LIC","STOCK","UPCOM","listed","Tổng Công ty LICOGI - CTCP","LICOGI Corporation - JSC","LICOGI","2017-06-05",,"4921","VN000000LIC0",
"RCC","STOCK","UPCOM","listed","Công ty cổ phần Tổng Công ty Công trình Đường sắt","Railway Construction Corporation Joint Stock Company","TCT C.trình Đ.sắt","2016-12-02",,"2914","VN000000RCC0",
"HIG","STOCK","UPCOM","listed","Công ty Cổ phần Tập đoàn HIPT ","HIPT Group Joint Stock Company","CTCP Tập đoàn HIPT","2009-06-24",,"599","VN000000HIG9",
"POS","STOCK","UPCOM","listed","Công ty cổ phần Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí biển PTSC","PTSC Offshore Services Joint Stock Company","C.trình D.khí biển","2016-11-25",,"4940","VN000000POS5",
"DNA","STOCK","UPCOM","listed","Công ty Cổ phần Điện nước An Giang","An Giang Power and Water Supply Joint Stock Company","Điện nước An Giang","2017-10-19",,"708","VN000000DHA3",
"CVC","STOCK","UPCOM","delisted","Công ty cổ phần Cơ điện Vật tư","Electromechanics Materials Joint Stock Company","Cơ điện Vật tư","2016-12-05","2020-07-21","5037","VN000000CVC2",
"NQB","STOCK","UPCOM","listed","Công ty Cổ phần Cấp thoát nước Quảng Bình","QUANG BINH WATER SUPPLY JOINT STOCK COMPANY","C.thoát nc Q.Bình","2015-07-16",,"2930","VN000000NQB1",
"NVP","STOCK","UPCOM","listed","Công ty cổ phần Nước sạch Vĩnh Phúc","Vinh Phuc Water Supply Joint Stock Company","Nước Vĩnh Phúc","2016-12-15",,"5098","VN000000NVP1",
"SSU","STOCK","UPCOM","delisted","Công ty Cổ phần Môi trường Đô thị Sóc Sơn","Soc Son Urban Environment Joint Stock Company","Đô thị Sóc Sơn","2016-12-19","2022-08-11","5104","VN000000SSU6",
"VPR","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN VINAPRINT","VINAPRINT CORPORATION","CTCP VINAPRINT","2016-12-20",,"5105","VN000000VPR2",
